market_customer_id,is_our_customer,segment,region,industry,company_size,country,potential_value_score
C0955,Yes,Enterprise,East,Finance,Large,UAE,63
C0956,Yes,Mid-Market,South,Finance,Medium,UAE,35
C0957,Yes,SMB,North,Healthcare,Medium,Germany,95
C0958,Yes,Mid-Market,North,Finance,Large,India,5
C0959,Yes,Mid-Market,South,Healthcare,Medium,UK,98
C0960,Yes,Enterprise,South,Tech,Small,Germany,5
C0961,Yes,Enterprise,South,Finance,Medium,USA,16
C0962,Yes,SMB,South,Finance,Medium,UAE,91
C0963,Yes,SMB,East,Finance,Small,UK,99
C0964,Yes,Mid-Market,East,Tech,Small,Germany,55
C0965,Yes,SMB,North,Manufacturing,Small,USA,72
C0966,Yes,Mid-Market,West,Retail,Small,UAE,42
C0967,Yes,SMB,East,Manufacturing,Large,Germany,78
C0968,Yes,Enterprise,North,Tech,Medium,UK,74
C0969,Yes,SMB,South,Tech,Small,Germany,1
C0970,Yes,Enterprise,West,Manufacturing,Small,UK,21
C0971,Yes,SMB,South,Finance,Small,Germany,19
C0972,Yes,Mid-Market,South,Healthcare,Small,Germany,86
C0973,Yes,Mid-Market,East,Finance,Medium,UAE,58
C0974,Yes,SMB,East,Retail,Medium,USA,55
C0975,Yes,Enterprise,West,Retail,Small,India,24
C0976,Yes,Mid-Market,East,Retail,Large,UAE,94
C0977,Yes,SMB,North,Tech,Small,India,28
C0978,Yes,Enterprise,North,Tech,Small,USA,86
C0979,Yes,Mid-Market,East,Tech,Small,USA,87
C0980,Yes,SMB,North,Finance,Small,India,9
C0981,Yes,Enterprise,West,Finance,Large,UK,10
C0982,Yes,Mid-Market,West,Retail,Large,USA,72
C0983,Yes,Mid-Market,South,Tech,Small,India,5
C0984,Yes,Mid-Market,East,Manufacturing,Medium,USA,97
C0985,Yes,Mid-Market,East,Finance,Medium,Germany,84
C0986,Yes,Enterprise,East,Retail,Medium,UK,71
C0987,Yes,SMB,South,Healthcare,Small,UAE,77
C0988,Yes,Mid-Market,South,Manufacturing,Small,Germany,15
C0989,Yes,Mid-Market,South,Healthcare,Large,UK,91
C0990,Yes,Mid-Market,East,Finance,Small,Germany,84
C0991,Yes,Mid-Market,South,Manufacturing,Large,UK,61
C0992,Yes,Enterprise,South,Tech,Large,India,64
C0993,Yes,SMB,East,Finance,Large,Germany,95
C0994,Yes,Enterprise,North,Healthcare,Medium,India,6
C0995,Yes,Mid-Market,East,Manufacturing,Medium,Germany,15
C0996,Yes,SMB,East,Tech,Medium,UAE,35
C0997,Yes,SMB,East,Healthcare,Medium,India,74
C0998,Yes,Enterprise,West,Tech,Medium,Germany,80
C0999,Yes,Enterprise,West,Healthcare,Large,UAE,60
C1000,Yes,SMB,South,Finance,Small,India,64
M1001,No,Enterprise,West,Manufacturing,Large,India,30
M1002,No,Mid-Market,West,Finance,Small,UAE,62
M1003,No,Mid-Market,East,Retail,Small,UAE,7
M1004,No,Enterprise,South,Manufacturing,Medium,Germany,17
M1005,No,SMB,East,Retail,Small,UK,10
M1006,No,SMB,West,Retail,Large,UK,42
M1007,No,SMB,East,Finance,Small,India,45
M1008,No,Mid-Market,North,Finance,Medium,USA,73
M1009,No,SMB,North,Healthcare,Medium,India,72
M1010,No,Mid-Market,North,Tech,Medium,Germany,21
M1011,No,Mid-Market,North,Manufacturing,Small,UAE,86
M1012,No,Enterprise,North,Manufacturing,Small,Germany,37
M1013,No,SMB,West,Finance,Large,USA,78
M1014,No,Mid-Market,East,Retail,Small,UAE,62
M1015,No,SMB,South,Retail,Large,UK,12
M1016,No,Enterprise,East,Tech,Medium,Germany,96
M1017,No,Mid-Market,East,Tech,Large,UAE,9
M1018,No,SMB,East,Finance,Large,India,84
M1019,No,Enterprise,South,Retail,Large,Germany,34
M1020,No,Enterprise,North,Healthcare,Large,Germany,91
M1021,No,Mid-Market,North,Healthcare,Small,India,4
M1022,No,Mid-Market,East,Retail,Medium,India,71
M1023,No,SMB,East,Tech,Small,UK,65
M1024,No,SMB,North,Retail,Large,Germany,36
M1025,No,SMB,East,Tech,Small,Germany,63
M1026,No,Enterprise,East,Manufacturing,Small,UAE,17
M1027,No,Mid-Market,South,Tech,Medium,UK,35
M1028,No,Enterprise,East,Finance,Medium,UK,72
M1029,No,Enterprise,East,Finance,Medium,UAE,32
M1030,No,Mid-Market,West,Tech,Small,USA,15
M1031,No,Enterprise,South,Tech,Large,UK,87
M1032,No,SMB,North,Manufacturing,Small,USA,17
M1033,No,Mid-Market,North,Manufacturing,Large,USA,100
M1034,No,Mid-Market,North,Healthcare,Medium,Germany,97
M1035,No,SMB,North,Manufacturing,Large,UAE,96
M1036,No,Enterprise,East,Tech,Large,India,26
M1037,No,Mid-Market,South,Healthcare,Large,India,52
M1038,No,Enterprise,East,Tech,Large,Germany,59
M1039,No,Enterprise,West,Finance,Small,UK,52
M1040,No,SMB,West,Retail,Large,USA,2
M1041,No,Mid-Market,East,Finance,Small,USA,6
M1042,No,Mid-Market,West,Finance,Medium,USA,72
M1043,No,Mid-Market,South,Finance,Small,UK,67
M1044,No,Enterprise,North,Manufacturing,Medium,USA,12
M1045,No,Mid-Market,East,Finance,Large,USA,45
M1046,No,SMB,East,Tech,Small,UK,40
M1047,No,Enterprise,North,Healthcare,Medium,Germany,94
M1048,No,SMB,East,Tech,Medium,UK,89
M1049,No,Mid-Market,North,Healthcare,Medium,India,95
M1050,No,Enterprise,West,Healthcare,Medium,UAE,54
M1051,No,Mid-Market,South,Healthcare,Small,Germany,28
M1052,No,SMB,South,Healthcare,Large,USA,67
M1053,No,SMB,West,Retail,Large,UAE,57
M1054,No,Enterprise,South,Healthcare,Medium,UK,78
M1055,No,SMB,North,Retail,Medium,India,18
M1056,No,SMB,South,Retail,Large,UAE,91
M1057,No,Enterprise,East,Finance,Small,UAE,66
M1058,No,Enterprise,West,Retail,Medium,Germany,1
M1059,No,Mid-Market,West,Finance,Small,USA,31
M1060,No,Mid-Market,North,Healthcare,Small,UAE,100
M1061,No,Mid-Market,West,Tech,Large,UAE,22
M1062,No,Enterprise,East,Finance,Large,India,23
M1063,No,Mid-Market,West,Healthcare,Medium,UK,23
M1064,No,Mid-Market,East,Healthcare,Medium,UK,96
M1065,No,Enterprise,West,Retail,Large,Germany,9
M1066,No,Enterprise,East,Finance,Large,USA,82
M1067,No,Enterprise,South,Finance,Large,Germany,53
M1068,No,Enterprise,South,Healthcare,Medium,Germany,17
M1069,No,SMB,East,Manufacturing,Large,India,21
M1070,No,Mid-Market,South,Healthcare,Small,UAE,80
M1071,No,SMB,North,Retail,Large,UAE,77
M1072,No,Mid-Market,North,Finance,Small,USA,60
M1073,No,Mid-Market,South,Healthcare,Medium,UAE,83
M1074,No,SMB,North,Healthcare,Medium,UAE,38
M1075,No,Mid-Market,North,Healthcare,Small,Germany,5
M1076,No,SMB,West,Healthcare,Large,UK,66
M1077,No,SMB,West,Healthcare,Medium,India,75
M1078,No,Mid-Market,South,Healthcare,Small,India,78
M1079,No,Mid-Market,South,Manufacturing,Medium,USA,39
M1080,No,Enterprise,West,Retail,Large,Germany,18
M1081,No,Enterprise,South,Retail,Large,India,67
M1082,No,Mid-Market,West,Healthcare,Small,USA,30
M1083,No,Enterprise,South,Manufacturing,Large,USA,49
M1084,No,Mid-Market,North,Finance,Large,India,91
M1085,No,Enterprise,South,Retail,Medium,UAE,56
M1086,No,SMB,North,Retail,Medium,Germany,62
M1087,No,Mid-Market,South,Healthcare,Medium,Germany,63
M1088,No,Mid-Market,West,Healthcare,Medium,UAE,83
M1089,No,SMB,East,Tech,Small,USA,77
M1090,No,SMB,South,Healthcare,Small,Germany,78
M1091,No,SMB,East,Finance,Large,Germany,22
M1092,No,Mid-Market,East,Tech,Small,UK,38
M1093,No,Mid-Market,North,Retail,Medium,UAE,72
M1094,No,SMB,North,Manufacturing,Large,India,78
M1095,No,Mid-Market,West,Tech,Medium,Germany,24
M1096,No,SMB,West,Finance,Small,India,35
M1097,No,Mid-Market,South,Finance,Medium,UK,30
M1098,No,Mid-Market,West,Manufacturing,Small,UAE,90
M1099,No,Mid-Market,West,Healthcare,Medium,UAE,7
M1100,No,SMB,South,Retail,Large,USA,66
M1101,No,Mid-Market,South,Tech,Medium,USA,7
M1102,No,SMB,South,Finance,Large,Germany,93
M1103,No,SMB,East,Finance,Small,UK,23
M1104,No,Enterprise,West,Finance,Medium,UAE,75
M1105,No,Mid-Market,East,Tech,Medium,Germany,9
M1106,No,Enterprise,East,Tech,Small,Germany,11
M1107,No,Mid-Market,West,Healthcare,Small,UK,86
M1108,No,SMB,East,Retail,Large,UK,68
M1109,No,Mid-Market,East,Retail,Medium,UK,20
M1110,No,Mid-Market,West,Tech,Large,UAE,63
M1111,No,Enterprise,West,Healthcare,Small,USA,21
M1112,No,SMB,West,Healthcare,Medium,UK,34
M1113,No,SMB,West,Manufacturing,Medium,India,50
M1114,No,Enterprise,East,Manufacturing,Large,USA,5
M1115,No,SMB,East,Retail,Large,UK,27
M1116,No,SMB,East,Finance,Small,USA,96
M1117,No,Enterprise,South,Manufacturing,Medium,India,66
M1118,No,SMB,South,Tech,Large,UAE,41
M1119,No,SMB,East,Healthcare,Medium,Germany,32
M1120,No,Enterprise,North,Manufacturing,Small,UAE,54
M1121,No,Enterprise,North,Finance,Large,UK,45
M1122,No,SMB,North,Tech,Large,India,22
M1123,No,Mid-Market,East,Healthcare,Small,USA,25
M1124,No,Enterprise,South,Manufacturing,Small,UAE,33
M1125,No,Mid-Market,West,Manufacturing,Medium,UAE,91
M1126,No,SMB,West,Tech,Large,UAE,26
M1127,No,Enterprise,South,Retail,Large,UAE,80
M1128,No,Mid-Market,South,Healthcare,Small,UAE,62
M1129,No,SMB,North,Healthcare,Small,Germany,24
M1130,No,SMB,West,Healthcare,Medium,Germany,21
M1131,No,SMB,West,Finance,Small,USA,5
M1132,No,Enterprise,North,Healthcare,Small,USA,58
M1133,No,Mid-Market,South,Finance,Small,India,57
M1134,No,Mid-Market,East,Finance,Medium,USA,10
M1135,No,Enterprise,West,Retail,Small,UK,30
M1136,No,SMB,East,Finance,Small,Germany,85
M1137,No,SMB,West,Finance,Small,UAE,95
M1138,No,Mid-Market,South,Healthcare,Large,India,68
M1139,No,SMB,West,Finance,Small,Germany,73
M1140,No,Enterprise,North,Finance,Large,UK,38
M1141,No,Enterprise,South,Retail,Small,Germany,73
M1142,No,Enterprise,North,Manufacturing,Small,UK,74
M1143,No,Enterprise,South,Finance,Small,Germany,93
M1144,No,Mid-Market,West,Tech,Medium,UAE,80
M1145,No,SMB,South,Healthcare,Large,USA,34
M1146,No,Mid-Market,West,Tech,Medium,UK,36
M1147,No,Mid-Market,East,Finance,Medium,UK,45
M1148,No,Enterprise,West,Tech,Small,India,73
M1149,No,Enterprise,North,Finance,Medium,Germany,79
M1150,No,Mid-Market,East,Tech,Medium,USA,84
M1151,No,Mid-Market,East,Tech,Small,UK,32
M1152,No,Enterprise,West,Tech,Small,USA,65
M1153,No,Enterprise,East,Retail,Medium,USA,35
M1154,No,SMB,East,Manufacturing,Small,USA,69
M1155,No,Enterprise,West,Healthcare,Medium,India,10
M1156,No,Enterprise,West,Manufacturing,Small,USA,97
M1157,No,SMB,East,Healthcare,Large,India,88
M1158,No,SMB,South,Healthcare,Large,USA,92
M1159,No,Enterprise,South,Finance,Small,Germany,96
M1160,No,Mid-Market,South,Manufacturing,Medium,Germany,18
M1161,No,Enterprise,North,Finance,Medium,Germany,91
M1162,No,Enterprise,South,Tech,Medium,Germany,49
M1163,No,Enterprise,East,Tech,Small,India,76
M1164,No,Mid-Market,South,Manufacturing,Large,UAE,47
M1165,No,Mid-Market,North,Healthcare,Medium,USA,46
M1166,No,Mid-Market,South,Manufacturing,Large,USA,97
M1167,No,SMB,West,Finance,Large,UK,69
M1168,No,Mid-Market,South,Tech,Large,UAE,57
M1169,No,Enterprise,South,Manufacturing,Large,Germany,69
M1170,No,Enterprise,West,Healthcare,Small,Germany,2
M1171,No,Enterprise,North,Tech,Small,UAE,69
M1172,No,Mid-Market,East,Finance,Large,India,33
M1173,No,Enterprise,East,Healthcare,Small,UAE,90
M1174,No,SMB,West,Retail,Small,Germany,66
M1175,No,SMB,West,Finance,Medium,India,56
M1176,No,Enterprise,East,Tech,Small,UAE,47
M1177,No,SMB,East,Finance,Small,Germany,37
M1178,No,Enterprise,East,Retail,Small,USA,99
M1179,No,Enterprise,West,Retail,Small,India,96
M1180,No,Mid-Market,West,Retail,Medium,USA,33
M1181,No,Mid-Market,West,Manufacturing,Large,Germany,62
M1182,No,Enterprise,North,Finance,Large,USA,91
M1183,No,Mid-Market,South,Manufacturing,Large,India,29
M1184,No,Enterprise,North,Retail,Large,UAE,23
M1185,No,Mid-Market,South,Manufacturing,Large,Germany,85
M1186,No,Enterprise,West,Retail,Large,India,33
M1187,No,Mid-Market,East,Finance,Large,UAE,18
M1188,No,Mid-Market,North,Tech,Medium,Germany,98
M1189,No,Mid-Market,East,Finance,Large,Germany,38
M1190,No,Enterprise,South,Manufacturing,Medium,UK,10
M1191,No,SMB,South,Manufacturing,Small,UAE,8
M1192,No,Mid-Market,West,Tech,Medium,UAE,86
M1193,No,Enterprise,South,Manufacturing,Large,USA,20
M1194,No,SMB,West,Manufacturing,Small,Germany,35
M1195,No,Enterprise,South,Manufacturing,Medium,USA,44
M1196,No,Mid-Market,North,Manufacturing,Large,USA,56
M1197,No,SMB,West,Tech,Medium,Germany,49
M1198,No,Enterprise,South,Retail,Medium,India,26
M1199,No,Enterprise,South,Healthcare,Large,Germany,29
M1200,No,SMB,North,Manufacturing,Large,USA,33
M1201,No,SMB,West,Retail,Small,USA,14
M1202,No,Enterprise,South,Retail,Large,UAE,74
M1203,No,Enterprise,East,Finance,Small,UK,87
M1204,No,Mid-Market,West,Healthcare,Small,UK,48
M1205,No,Enterprise,West,Finance,Large,India,12
M1206,No,Enterprise,East,Retail,Large,UK,100
M1207,No,Enterprise,North,Healthcare,Medium,UK,55
M1208,No,SMB,North,Retail,Medium,UAE,50
M1209,No,Enterprise,East,Retail,Large,USA,8
M1210,No,Mid-Market,North,Manufacturing,Small,UK,95
M1211,No,SMB,East,Healthcare,Medium,Germany,12
M1212,No,Enterprise,South,Finance,Medium,Germany,54
M1213,No,SMB,West,Healthcare,Small,India,17
M1214,No,SMB,East,Retail,Large,UAE,45
M1215,No,Enterprise,North,Tech,Small,UK,74
M1216,No,SMB,North,Finance,Large,USA,27
M1217,No,Enterprise,North,Healthcare,Large,USA,73
M1218,No,Enterprise,North,Finance,Small,USA,22
M1219,No,Enterprise,South,Retail,Large,India,27
M1220,No,Mid-Market,South,Tech,Medium,Germany,60
M1221,No,Mid-Market,South,Manufacturing,Medium,India,23
M1222,No,Mid-Market,West,Healthcare,Large,USA,37
M1223,No,Enterprise,South,Tech,Small,UK,45
M1224,No,SMB,South,Retail,Small,UK,44
M1225,No,SMB,North,Healthcare,Small,UK,67
M1226,No,SMB,South,Retail,Small,UK,100
M1227,No,SMB,West,Manufacturing,Small,UAE,60
M1228,No,SMB,South,Retail,Large,UK,34
M1229,No,Mid-Market,East,Healthcare,Small,Germany,99
M1230,No,Mid-Market,East,Healthcare,Medium,UK,62
M1231,No,Mid-Market,West,Tech,Medium,UK,37
M1232,No,SMB,North,Healthcare,Small,UK,69
M1233,No,SMB,East,Finance,Large,Germany,95
M1234,No,Mid-Market,South,Tech,Small,USA,43
M1235,No,Mid-Market,North,Tech,Large,USA,12
M1236,No,Mid-Market,West,Retail,Small,USA,15
M1237,No,SMB,South,Retail,Medium,UK,65
M1238,No,SMB,North,Tech,Large,UK,39
M1239,No,SMB,West,Tech,Medium,UK,99
M1240,No,Mid-Market,West,Manufacturing,Large,India,15
M1241,No,Mid-Market,East,Tech,Medium,UAE,80
M1242,No,SMB,South,Tech,Small,USA,70
M1243,No,Mid-Market,East,Finance,Medium,UAE,73
M1244,No,SMB,East,Finance,Small,UAE,75
M1245,No,SMB,East,Tech,Small,Germany,45
M1246,No,Enterprise,East,Finance,Large,Germany,23
M1247,No,SMB,East,Finance,Medium,Germany,53
M1248,No,Enterprise,South,Finance,Medium,Germany,45
M1249,No,Enterprise,West,Retail,Large,USA,18
M1250,No,SMB,West,Retail,Small,USA,79
M1251,No,Enterprise,North,Finance,Small,India,91
M1252,No,Enterprise,North,Retail,Medium,USA,35
M1253,No,Mid-Market,South,Finance,Small,UK,47
M1254,No,Mid-Market,South,Retail,Small,UK,81
M1255,No,Enterprise,West,Tech,Small,UAE,59
M1256,No,SMB,North,Finance,Medium,USA,68
M1257,No,SMB,East,Tech,Medium,Germany,88
M1258,No,Mid-Market,South,Healthcare,Medium,India,44
M1259,No,SMB,North,Tech,Medium,India,55
M1260,No,SMB,South,Retail,Large,Germany,91
M1261,No,Mid-Market,South,Finance,Medium,India,77
M1262,No,Enterprise,South,Finance,Large,USA,89
M1263,No,Mid-Market,North,Manufacturing,Medium,UAE,9
M1264,No,Mid-Market,North,Healthcare,Medium,UK,16
M1265,No,SMB,North,Healthcare,Large,USA,58
M1266,No,Mid-Market,West,Healthcare,Medium,UK,19
M1267,No,SMB,East,Finance,Large,India,27
M1268,No,Mid-Market,West,Tech,Small,UK,61
M1269,No,Enterprise,West,Tech,Large,Germany,71
M1270,No,SMB,North,Manufacturing,Large,Germany,18
M1271,No,Mid-Market,East,Finance,Medium,UAE,81
M1272,No,SMB,South,Manufacturing,Medium,UK,23
M1273,No,Mid-Market,West,Manufacturing,Small,USA,7
M1274,No,Mid-Market,South,Healthcare,Medium,India,2
M1275,No,Mid-Market,East,Retail,Medium,Germany,50
M1276,No,Enterprise,North,Tech,Medium,UAE,96
M1277,No,Enterprise,West,Tech,Small,India,32
M1278,No,Enterprise,South,Tech,Large,USA,57
M1279,No,Mid-Market,East,Manufacturing,Small,UK,97
M1280,No,SMB,South,Healthcare,Medium,USA,46
M1281,No,Enterprise,South,Retail,Small,Germany,88
M1282,No,Enterprise,North,Manufacturing,Medium,UK,9
M1283,No,SMB,South,Retail,Medium,UAE,11
M1284,No,Mid-Market,South,Manufacturing,Large,UAE,37
M1285,No,SMB,West,Retail,Small,UK,33
M1286,No,Enterprise,West,Tech,Small,USA,13
M1287,No,Mid-Market,South,Tech,Small,India,5
M1288,No,Mid-Market,North,Tech,Medium,Germany,34
M1289,No,Enterprise,East,Finance,Small,UAE,88
M1290,No,SMB,South,Finance,Medium,Germany,17
M1291,No,Enterprise,East,Healthcare,Medium,UK,13
M1292,No,Enterprise,South,Tech,Large,Germany,93
M1293,No,Mid-Market,South,Retail,Large,USA,72
M1294,No,Mid-Market,East,Healthcare,Medium,USA,29
M1295,No,Enterprise,East,Retail,Small,UK,78
M1296,No,SMB,East,Healthcare,Small,India,97
M1297,No,Mid-Market,South,Healthcare,Large,India,32
M1298,No,Mid-Market,South,Finance,Medium,USA,28
M1299,No,SMB,West,Manufacturing,Large,India,13
M1300,No,SMB,North,Tech,Small,UAE,14
M1301,No,SMB,South,Manufacturing,Medium,UAE,46
M1302,No,Enterprise,South,Finance,Small,UAE,91
M1303,No,Mid-Market,South,Tech,Large,UK,40
M1304,No,Mid-Market,South,Tech,Medium,India,39
M1305,No,Enterprise,North,Finance,Small,USA,59
M1306,No,Enterprise,West,Tech,Medium,UAE,44
M1307,No,Mid-Market,East,Manufacturing,Large,Germany,82
M1308,No,SMB,East,Manufacturing,Small,UK,70
M1309,No,Enterprise,East,Tech,Large,USA,12
M1310,No,Enterprise,South,Retail,Small,UK,31
M1311,No,SMB,West,Manufacturing,Large,USA,48
M1312,No,Mid-Market,South,Tech,Medium,UAE,79
M1313,No,Enterprise,North,Healthcare,Large,USA,7
M1314,No,Mid-Market,South,Tech,Medium,India,25
M1315,No,SMB,West,Tech,Large,UAE,26
M1316,No,Mid-Market,North,Tech,Large,India,83
M1317,No,SMB,East,Finance,Large,USA,40
M1318,No,SMB,East,Healthcare,Small,USA,78
M1319,No,Enterprise,South,Finance,Medium,India,89
M1320,No,Mid-Market,East,Healthcare,Small,India,28
M1321,No,Mid-Market,West,Tech,Small,Germany,62
M1322,No,Mid-Market,North,Retail,Small,UAE,51
M1323,No,Enterprise,South,Finance,Large,UAE,81
M1324,No,Enterprise,South,Finance,Medium,UK,14
M1325,No,Mid-Market,North,Tech,Small,USA,29
M1326,No,Enterprise,South,Tech,Large,USA,16
M1327,No,SMB,East,Healthcare,Small,USA,44
M1328,No,SMB,West,Healthcare,Medium,USA,94
M1329,No,SMB,South,Healthcare,Large,UK,89
M1330,No,Mid-Market,North,Manufacturing,Small,Germany,42
M1331,No,Mid-Market,West,Tech,Medium,Germany,42
M1332,No,Mid-Market,East,Tech,Small,UK,14
M1333,No,Enterprise,East,Healthcare,Large,USA,7
M1334,No,Mid-Market,North,Finance,Medium,USA,11
M1335,No,SMB,South,Finance,Large,UK,51
M1336,No,Mid-Market,West,Manufacturing,Small,UK,56
M1337,No,SMB,West,Manufacturing,Large,USA,91
M1338,No,Mid-Market,North,Tech,Large,UAE,43
M1339,No,SMB,South,Healthcare,Medium,UAE,9
M1340,No,Mid-Market,South,Finance,Medium,India,47
M1341,No,SMB,North,Retail,Large,USA,87
M1342,No,Enterprise,West,Healthcare,Medium,Germany,9
M1343,No,Mid-Market,East,Healthcare,Small,UAE,60
M1344,No,SMB,East,Tech,Medium,UK,11
M1345,No,Mid-Market,South,Manufacturing,Small,Germany,56
M1346,No,SMB,North,Finance,Large,UAE,31
M1347,No,Enterprise,South,Finance,Small,UAE,7
M1348,No,SMB,North,Tech,Small,UK,47
M1349,No,Mid-Market,West,Finance,Medium,UK,46
M1350,No,Mid-Market,South,Tech,Medium,UAE,81
M1351,No,Enterprise,West,Tech,Large,India,60
M1352,No,SMB,North,Retail,Medium,UK,76
M1353,No,Mid-Market,East,Retail,Large,India,14
M1354,No,SMB,South,Retail,Medium,India,62
M1355,No,Mid-Market,North,Manufacturing,Small,Germany,45
M1356,No,Enterprise,West,Healthcare,Small,UAE,7
M1357,No,SMB,East,Healthcare,Large,Germany,34
M1358,No,Enterprise,West,Retail,Large,India,62
M1359,No,Mid-Market,East,Healthcare,Small,India,55
M1360,No,Mid-Market,South,Finance,Medium,UK,35
M1361,No,Enterprise,North,Healthcare,Large,USA,30
M1362,No,Enterprise,North,Manufacturing,Large,UK,75
M1363,No,Mid-Market,South,Finance,Large,UK,64
M1364,No,Enterprise,South,Tech,Medium,India,86
M1365,No,Enterprise,East,Finance,Medium,USA,20
M1366,No,SMB,East,Retail,Small,UAE,31
M1367,No,Enterprise,East,Finance,Small,USA,77
M1368,No,Enterprise,West,Healthcare,Large,UK,45
M1369,No,Enterprise,North,Retail,Large,India,50
M1370,No,Mid-Market,South,Retail,Small,India,86
M1371,No,SMB,East,Manufacturing,Medium,USA,91
M1372,No,Mid-Market,East,Retail,Medium,UK,6
M1373,No,Mid-Market,West,Retail,Large,India,62
M1374,No,SMB,North,Finance,Large,UAE,9
M1375,No,SMB,South,Retail,Medium,UAE,58
M1376,No,SMB,East,Retail,Small,India,85
M1377,No,Mid-Market,East,Tech,Medium,UK,96
M1378,No,Mid-Market,North,Manufacturing,Large,USA,55
M1379,No,Mid-Market,West,Retail,Small,Germany,45
M1380,No,Enterprise,North,Manufacturing,Medium,USA,38
M1381,No,Enterprise,South,Finance,Medium,UK,60
M1382,No,SMB,North,Tech,Medium,UK,58
M1383,No,Enterprise,East,Tech,Medium,USA,68
M1384,No,SMB,South,Finance,Medium,UAE,59
M1385,No,Enterprise,North,Finance,Large,UK,99
M1386,No,Mid-Market,West,Retail,Medium,USA,33
M1387,No,Mid-Market,East,Finance,Medium,India,75
M1388,No,Enterprise,South,Manufacturing,Small,Germany,70
M1389,No,SMB,North,Tech,Large,USA,43
M1390,No,SMB,South,Healthcare,Large,USA,71
M1391,No,Enterprise,West,Manufacturing,Large,India,50
M1392,No,SMB,West,Retail,Small,UK,69
M1393,No,Enterprise,East,Finance,Small,UAE,88
M1394,No,Mid-Market,South,Finance,Small,USA,67
M1395,No,Enterprise,East,Tech,Large,Germany,24
M1396,No,Enterprise,East,Manufacturing,Large,Germany,87
M1397,No,SMB,East,Manufacturing,Small,Germany,79
M1398,No,SMB,East,Tech,Large,UK,16
M1399,No,SMB,South,Retail,Medium,UAE,62
M1400,No,Enterprise,West,Healthcare,Large,UAE,58
M1401,No,Mid-Market,South,Retail,Medium,USA,64
M1402,No,SMB,South,Finance,Large,UAE,25
M1403,No,Enterprise,West,Manufacturing,Large,UK,8
M1404,No,Enterprise,East,Manufacturing,Medium,India,45
M1405,No,Enterprise,South,Finance,Medium,India,51
M1406,No,Mid-Market,West,Tech,Large,UAE,37
M1407,No,Enterprise,North,Manufacturing,Small,Germany,67
M1408,No,SMB,South,Finance,Large,UK,46
M1409,No,Enterprise,North,Retail,Large,India,37
M1410,No,SMB,North,Manufacturing,Small,UAE,89
M1411,No,SMB,West,Manufacturing,Small,Germany,98
M1412,No,SMB,West,Retail,Small,Germany,59
M1413,No,Enterprise,East,Retail,Large,UAE,50
M1414,No,SMB,West,Healthcare,Large,UK,56
M1415,No,Mid-Market,South,Retail,Large,India,65
M1416,No,Mid-Market,East,Healthcare,Small,USA,84
M1417,No,Mid-Market,South,Retail,Small,India,7
M1418,No,SMB,West,Finance,Large,UAE,30
M1419,No,Mid-Market,West,Tech,Small,India,12
M1420,No,Enterprise,North,Retail,Small,India,7
M1421,No,SMB,North,Healthcare,Large,UK,76
M1422,No,SMB,South,Tech,Large,Germany,34
M1423,No,SMB,West,Tech,Small,Germany,18
M1424,No,SMB,North,Finance,Medium,India,28
M1425,No,Enterprise,South,Manufacturing,Medium,Germany,47
M1426,No,SMB,North,Manufacturing,Medium,UAE,39
M1427,No,Enterprise,South,Healthcare,Medium,Germany,100
M1428,No,SMB,South,Retail,Small,India,16
M1429,No,Mid-Market,North,Tech,Small,USA,24
M1430,No,Enterprise,East,Retail,Large,Germany,81
M1431,No,SMB,East,Healthcare,Medium,UAE,93
M1432,No,SMB,East,Manufacturing,Medium,USA,99
M1433,No,Enterprise,West,Healthcare,Large,India,26
M1434,No,Enterprise,East,Healthcare,Medium,USA,21
M1435,No,SMB,West,Finance,Medium,UAE,78
M1436,No,Mid-Market,South,Finance,Large,India,63
M1437,No,SMB,East,Manufacturing,Small,India,50
M1438,No,Mid-Market,North,Finance,Large,UAE,17
M1439,No,Mid-Market,South,Healthcare,Large,UAE,6
M1440,No,SMB,East,Manufacturing,Medium,Germany,89
M1441,No,Mid-Market,West,Retail,Medium,UAE,35
M1442,No,SMB,West,Finance,Medium,USA,12
M1443,No,Enterprise,West,Finance,Small,Germany,57
M1444,No,Enterprise,West,Finance,Large,Germany,67
M1445,No,Enterprise,North,Tech,Medium,UK,6
M1446,No,Mid-Market,West,Retail,Large,Germany,89
M1447,No,Enterprise,East,Healthcare,Small,India,20
M1448,No,Enterprise,North,Tech,Large,USA,32
M1449,No,Enterprise,North,Retail,Large,USA,36
M1450,No,SMB,South,Finance,Medium,Germany,20
M1451,No,SMB,East,Finance,Large,India,76
M1452,No,Enterprise,West,Retail,Medium,UAE,21
M1453,No,SMB,East,Healthcare,Medium,India,68
M1454,No,Enterprise,South,Healthcare,Medium,UAE,44
M1455,No,Enterprise,East,Healthcare,Small,UAE,70
M1456,No,Enterprise,West,Manufacturing,Medium,Germany,96
M1457,No,Enterprise,West,Manufacturing,Large,UAE,45
M1458,No,SMB,East,Tech,Medium,Germany,85
M1459,No,Mid-Market,West,Tech,Small,UK,49
M1460,No,Enterprise,South,Retail,Small,USA,27
M1461,No,SMB,East,Tech,Medium,USA,20
M1462,No,Enterprise,East,Healthcare,Large,Germany,70
M1463,No,Mid-Market,East,Manufacturing,Small,UK,78
M1464,No,Mid-Market,North,Finance,Large,UK,14
