billing_id,customer_id,bill_date,revenue_amount
B001556,C0395,2024-08-19,12607
B001557,C0395,2025-12-04,3683
B001558,C0395,2025-05-18,5556
B001559,C0396,2024-08-17,3333
B001560,C0396,2024-10-15,11708
B001561,C0397,2025-09-22,10935
B001562,C0397,2024-05-01,11812
B001563,C0398,2024-02-14,19808
B001564,C0398,2024-06-03,5834
B001565,C0399,2025-06-27,10972
B001566,C0399,2025-09-06,5942
B001567,C0399,2025-11-26,13934
B001568,C0399,2024-06-02,9881
B001569,C0399,2025-10-01,9404
B001570,C0400,2024-04-16,8883
B001571,C0400,2025-05-26,12095
B001572,C0400,2024-09-28,2502
B001573,C0400,2024-01-03,4870
B001574,C0401,2024-11-23,4842
B001575,C0401,2025-02-03,14637
B001576,C0401,2025-05-04,2205
B001577,C0402,2025-08-14,14006
B001578,C0402,2024-10-12,4740
B001579,C0403,2024-11-26,4179
B001580,C0403,2024-07-05,12616
B001581,C0404,2024-11-22,16194
B001582,C0404,2025-03-10,15770
B001583,C0404,2025-12-11,13564
B001584,C0404,2025-09-08,10926
B001585,C0405,2025-10-31,8057
B001586,C0405,2025-01-27,13718
B001587,C0405,2025-07-16,16289
B001588,C0406,2025-06-30,16141
B001589,C0406,2025-06-29,17570
B001590,C0406,2024-08-23,12603
B001591,C0406,2024-03-26,19037
B001592,C0406,2025-03-07,17266
B001593,C0406,2025-08-14,7187
B001594,C0407,2024-08-28,11852
B001595,C0407,2024-01-03,6661
B001596,C0408,2025-01-06,18296
B001597,C0408,2025-04-30,4377
B001598,C0409,2024-03-02,11447
B001599,C0409,2025-01-04,4566
B001600,C0410,2025-04-16,4723
B001601,C0410,2025-07-18,13797
B001602,C0410,2024-09-05,6905
B001603,C0410,2024-08-17,1830
B001604,C0411,2024-04-30,4688
B001605,C0411,2025-01-21,863
B001606,C0411,2025-12-13,13916
B001607,C0412,2024-02-25,3473
B001608,C0412,2025-11-09,19058
B001609,C0412,2024-03-16,15624
B001610,C0412,2025-08-31,5183
B001611,C0413,2024-05-30,11968
B001612,C0413,2024-05-24,2588
B001613,C0414,2024-03-19,408
B001614,C0414,2025-08-05,13647
B001615,C0414,2024-06-02,5977
B001616,C0415,2024-05-23,17283
B001617,C0415,2025-12-16,9814
B001618,C0415,2025-04-26,13484
B001619,C0415,2024-12-11,14548
B001620,C0415,2025-10-22,432
B001621,C0416,2024-04-23,5108
B001622,C0416,2024-03-02,1052
B001623,C0416,2025-09-10,5687
B001624,C0416,2025-05-30,5254
B001625,C0417,2025-02-09,13881
B001626,C0417,2025-11-27,14886
B001627,C0418,2025-12-29,8455
B001628,C0418,2025-08-08,16445
B001629,C0418,2024-11-09,7448
B001630,C0418,2025-03-09,5138
B001631,C0418,2024-10-05,3012
B001632,C0418,2025-06-18,12371
B001633,C0419,2024-08-04,13120
B001634,C0419,2025-09-25,1834
B001635,C0419,2024-08-12,12854
B001636,C0420,2025-07-26,19827
B001637,C0420,2024-03-20,15349
B001638,C0420,2025-05-03,10262
B001639,C0421,2025-01-24,5400
B001640,C0421,2024-02-25,12172
B001641,C0421,2025-10-24,13900
B001642,C0421,2024-07-18,8844
B001643,C0421,2024-04-21,3420
B001644,C0422,2025-01-06,19765
B001645,C0422,2024-12-09,919
B001646,C0423,2024-10-15,5333
B001647,C0423,2025-07-08,3488
B001648,C0423,2024-03-07,6943
B001649,C0424,2024-01-12,10129
B001650,C0424,2024-07-11,18077
B001651,C0424,2024-07-25,1060
B001652,C0424,2024-09-03,8820
B001653,C0424,2024-03-28,18681
B001654,C0424,2025-08-01,1470
B001655,C0425,2025-05-10,1496
B001656,C0425,2024-02-19,10308
B001657,C0425,2024-04-05,10112
B001658,C0425,2024-01-09,11686
B001659,C0425,2024-10-16,13046
B001660,C0425,2025-05-27,6385
B001661,C0426,2025-02-04,11660
B001662,C0426,2024-05-12,3190
B001663,C0426,2024-12-05,13345
B001664,C0426,2025-05-30,3309
B001665,C0427,2024-06-02,776
B001666,C0427,2025-08-24,12521
B001667,C0427,2025-05-03,19213
B001668,C0427,2024-02-08,9506
B001669,C0427,2024-06-14,4965
B001670,C0427,2025-11-29,15175
B001671,C0428,2025-10-02,3056
B001672,C0428,2024-08-25,7066
B001673,C0429,2024-06-13,16437
B001674,C0429,2025-06-12,19947
B001675,C0429,2025-10-29,17147
B001676,C0430,2025-04-03,4299
B001677,C0430,2024-12-13,9530
B001678,C0430,2025-01-03,14119
B001679,C0430,2024-02-10,12701
B001680,C0431,2024-08-01,19886
B001681,C0431,2024-03-17,4993
B001682,C0431,2025-08-03,16302
B001683,C0432,2024-01-16,4673
B001684,C0432,2024-11-12,17928
B001685,C0433,2025-05-25,3083
B001686,C0433,2025-04-10,10279
B001687,C0434,2024-10-29,5291
B001688,C0434,2024-03-10,9178
B001689,C0434,2025-08-13,11905
B001690,C0435,2024-04-01,2330
B001691,C0435,2024-07-02,15097
B001692,C0435,2024-09-21,15507
B001693,C0435,2024-09-19,14484
B001694,C0436,2024-05-06,18636
B001695,C0436,2025-05-14,1297
B001696,C0436,2025-01-07,9392
B001697,C0437,2025-02-22,4226
B001698,C0437,2025-03-27,12017
B001699,C0437,2025-06-08,10277
B001700,C0437,2025-01-17,2735
B001701,C0437,2025-11-29,13539
B001702,C0438,2025-04-05,8612
B001703,C0438,2025-11-29,1398
B001704,C0438,2025-09-27,1869
B001705,C0438,2024-09-07,18376
B001706,C0438,2024-01-09,5064
B001707,C0438,2024-04-17,9524
B001708,C0439,2024-06-11,18682
B001709,C0439,2025-02-12,2391
B001710,C0439,2024-08-16,12721
B001711,C0439,2025-04-18,3063
B001712,C0439,2024-12-23,15265
B001713,C0440,2025-10-19,17534
B001714,C0440,2025-04-21,3575
B001715,C0440,2024-03-28,5907
B001716,C0440,2024-04-20,13007
B001717,C0440,2025-03-19,6536
B001718,C0441,2024-12-02,2112
B001719,C0441,2024-11-20,11220
B001720,C0441,2025-09-10,15934
B001721,C0441,2024-08-05,15604
B001722,C0441,2024-04-27,9121
B001723,C0442,2024-02-09,17861
B001724,C0442,2024-06-08,15399
B001725,C0442,2024-05-29,6994
B001726,C0442,2024-11-23,18618
B001727,C0442,2024-02-02,19696
B001728,C0443,2024-03-04,11845
B001729,C0443,2025-03-16,15512
B001730,C0443,2024-08-06,1772
B001731,C0443,2024-08-04,751
B001732,C0443,2025-12-01,13858
B001733,C0444,2024-09-15,5770
B001734,C0444,2024-03-26,4644
B001735,C0444,2024-03-11,8975
B001736,C0444,2025-02-18,2677
B001737,C0445,2025-12-30,14792
B001738,C0445,2025-03-05,17195
B001739,C0445,2024-08-07,8501
B001740,C0445,2024-07-07,1761
B001741,C0446,2025-03-14,11207
B001742,C0446,2024-10-31,5391
B001743,C0447,2024-12-23,13733
B001744,C0447,2025-05-08,15581
B001745,C0447,2025-07-02,5265
B001746,C0448,2024-12-29,18688
B001747,C0448,2025-02-02,325
B001748,C0448,2025-07-28,19566
B001749,C0448,2024-07-22,2549
B001750,C0448,2025-11-14,18955
B001751,C0449,2024-05-28,10608
B001752,C0449,2025-11-11,10371
B001753,C0449,2024-01-15,4931
B001754,C0449,2025-04-14,4832
B001755,C0449,2025-05-26,10368
B001756,C0449,2024-04-26,13316
B001757,C0450,2025-06-17,120
B001758,C0450,2025-04-06,4119
B001759,C0450,2025-10-11,14723
B001760,C0450,2025-10-16,18952
B001761,C0451,2024-02-07,7163
B001762,C0451,2024-07-11,13768
B001763,C0452,2024-06-19,19691
B001764,C0452,2025-01-21,7082
B001765,C0452,2024-12-22,6873
B001766,C0452,2024-07-14,18901
B001767,C0452,2024-01-15,12132
B001768,C0452,2025-01-07,530
B001769,C0453,2024-11-10,16452
B001770,C0453,2024-05-07,16355
B001771,C0453,2025-10-26,14942
B001772,C0453,2025-02-27,13447
B001773,C0454,2024-12-26,17775
B001774,C0454,2025-03-12,17143
B001775,C0454,2024-12-09,3715
B001776,C0454,2024-06-29,15034
B001777,C0455,2025-01-17,5796
B001778,C0455,2025-07-20,19493
B001779,C0455,2024-06-15,17785
B001780,C0455,2025-03-22,12503
B001781,C0455,2024-10-18,14335
B001782,C0456,2025-12-19,3251
B001783,C0456,2024-03-30,3401
B001784,C0456,2024-04-01,538
B001785,C0456,2025-09-23,13476
B001786,C0457,2025-05-23,17849
B001787,C0457,2024-04-12,14552
B001788,C0458,2025-08-18,1069
B001789,C0458,2025-11-14,9499
B001790,C0458,2025-03-06,6942
B001791,C0458,2024-08-16,14897
B001792,C0458,2025-07-18,12487
B001793,C0458,2024-04-27,6408
B001794,C0459,2024-05-07,11488
B001795,C0459,2025-04-20,13531
B001796,C0459,2025-10-22,12969
B001797,C0459,2024-01-08,12276
B001798,C0459,2024-08-17,16631
B001799,C0460,2024-10-01,8667
B001800,C0460,2024-11-10,13589
B001801,C0460,2025-11-20,7915
B001802,C0460,2024-01-05,13584
B001803,C0461,2024-01-16,860
B001804,C0461,2024-06-06,12268
B001805,C0462,2025-09-06,10402
B001806,C0462,2024-12-09,5584
B001807,C0462,2025-08-08,14090
B001808,C0462,2024-09-04,18210
B001809,C0462,2025-02-04,6313
B001810,C0462,2025-09-23,12888
B001811,C0463,2025-08-14,14060
B001812,C0463,2024-05-11,12793
B001813,C0464,2025-02-16,10424
B001814,C0464,2025-06-13,5191
B001815,C0464,2025-03-23,7568
B001816,C0465,2025-12-28,4139
B001817,C0465,2025-05-31,3878
B001818,C0466,2025-02-05,8527
B001819,C0466,2025-07-20,5211
B001820,C0466,2024-11-26,6676
B001821,C0466,2024-04-05,3056
B001822,C0466,2024-01-27,14333
B001823,C0466,2024-01-12,19440
B001824,C0467,2024-01-29,17815
B001825,C0467,2024-03-21,18736
B001826,C0467,2025-01-26,828
B001827,C0468,2025-04-09,11734
B001828,C0468,2024-07-10,7855
B001829,C0468,2025-10-30,7266
B001830,C0469,2024-07-17,17544
B001831,C0469,2024-09-08,12389
B001832,C0469,2024-09-23,1695
B001833,C0469,2024-10-08,2718
B001834,C0470,2025-10-04,758
B001835,C0470,2025-10-15,18984
B001836,C0470,2024-04-15,3635
B001837,C0471,2025-09-02,4020
B001838,C0471,2024-04-19,4647
B001839,C0471,2024-10-16,8585
B001840,C0471,2024-07-03,3040
B001841,C0471,2024-03-20,16195
B001842,C0472,2024-07-31,12805
B001843,C0472,2024-04-13,16090
B001844,C0472,2024-01-23,13557
B001845,C0472,2024-03-16,15942
B001846,C0473,2024-08-03,13759
B001847,C0473,2025-01-19,10275
B001848,C0474,2024-06-13,5891
B001849,C0474,2024-11-01,332
B001850,C0474,2024-07-01,18589
B001851,C0474,2025-10-08,19878
B001852,C0474,2024-02-02,3840
B001853,C0475,2024-12-21,15856
B001854,C0475,2025-09-20,19660
B001855,C0475,2025-07-13,164
B001856,C0475,2024-06-11,17096
B001857,C0476,2024-05-04,6319
B001858,C0476,2025-09-12,968
B001859,C0476,2025-07-02,754
B001860,C0476,2025-06-14,16768
B001861,C0477,2024-08-09,11956
B001862,C0477,2024-04-27,7109
B001863,C0477,2024-01-31,10732
B001864,C0478,2024-08-13,2734
B001865,C0478,2025-12-09,4147
B001866,C0478,2024-10-01,8967
B001867,C0479,2024-07-23,3013
B001868,C0479,2024-12-22,18071
B001869,C0479,2025-10-29,9644
B001870,C0479,2025-04-23,16246
B001871,C0479,2025-03-22,16798
B001872,C0480,2024-07-16,8195
B001873,C0480,2024-06-26,6484
B001874,C0480,2025-12-04,9210
B001875,C0480,2025-02-06,3371
B001876,C0480,2025-08-20,19253
B001877,C0481,2024-06-18,6744
B001878,C0481,2025-05-14,14203
B001879,C0481,2025-04-01,13885
B001880,C0481,2025-09-02,8902
B001881,C0482,2025-09-29,3524
B001882,C0482,2025-09-13,12551
B001883,C0482,2025-03-15,6544
B001884,C0482,2025-08-03,11564
B001885,C0483,2025-10-09,2105
B001886,C0483,2025-04-05,5480
B001887,C0483,2024-02-04,16756
B001888,C0483,2024-09-16,19230
B001889,C0484,2024-10-27,19788
B001890,C0484,2025-10-22,17383
B001891,C0484,2024-12-26,13051
B001892,C0484,2024-01-31,3756
B001893,C0484,2024-07-03,10573
B001894,C0485,2024-07-09,11722
B001895,C0485,2024-09-08,2380
B001896,C0485,2024-08-08,12178
B001897,C0485,2025-01-15,4752
B001898,C0485,2024-11-17,4007
B001899,C0486,2024-11-22,357
B001900,C0486,2024-12-02,7004
B001901,C0487,2025-08-04,10536
B001902,C0487,2024-08-26,18403
B001903,C0487,2024-03-08,12635
B001904,C0487,2024-10-17,19719
B001905,C0487,2024-08-05,17277
B001906,C0488,2024-04-15,18381
B001907,C0488,2024-10-11,19919
B001908,C0488,2025-11-18,2451
B001909,C0489,2025-10-23,13819
B001910,C0489,2025-11-29,14260
B001911,C0489,2024-11-21,10489
B001912,C0489,2024-07-21,6459
B001913,C0489,2024-02-20,16185
B001914,C0489,2025-05-25,1533
B001915,C0490,2025-03-07,3907
B001916,C0490,2024-05-07,14836
B001917,C0490,2024-06-24,19707
B001918,C0490,2024-11-30,19371
B001919,C0491,2024-08-30,18887
B001920,C0491,2024-01-22,9340
B001921,C0491,2024-01-19,18866
B001922,C0491,2024-01-05,15131
B001923,C0491,2024-10-18,4294
B001924,C0492,2024-02-07,17480
B001925,C0492,2025-06-24,1281
B001926,C0492,2024-12-11,533
B001927,C0492,2024-03-12,15397
B001928,C0492,2024-04-07,13601
B001929,C0493,2024-10-08,10393
B001930,C0493,2024-12-20,13118
B001931,C0493,2024-03-22,18233
B001932,C0493,2024-11-16,16181
B001933,C0494,2024-02-18,12888
B001934,C0494,2024-11-01,14895
B001935,C0494,2025-05-20,3978
B001936,C0494,2025-01-17,3366
B001937,C0494,2024-01-30,7340
B001938,C0494,2024-02-18,340
B001939,C0495,2024-04-17,10579
B001940,C0495,2025-12-05,14276
B001941,C0495,2024-08-19,5576
B001942,C0496,2024-07-14,12087
B001943,C0496,2025-07-04,161
B001944,C0497,2024-09-22,1411
B001945,C0497,2024-04-23,1572
B001946,C0498,2024-03-17,8641
B001947,C0498,2024-12-03,12437
B001948,C0498,2024-10-03,5581
B001949,C0498,2024-05-21,19118
B001950,C0499,2024-05-02,4138
B001951,C0499,2024-11-22,4849
B001952,C0499,2025-08-21,13542
B001953,C0499,2025-10-14,14640
B001954,C0499,2025-11-15,4009
B001955,C0500,2025-06-24,7881
B001956,C0500,2025-08-14,15660
B001957,C0500,2025-11-08,16059
B001958,C0500,2024-10-14,10548
B001959,C0500,2025-05-09,7400
B001960,C0500,2024-04-04,8644
B001961,C0501,2025-12-29,2713
B001962,C0501,2024-12-27,18301
B001963,C0501,2024-09-05,6746
B001964,C0501,2025-12-12,2556
B001965,C0502,2025-05-21,1974
B001966,C0502,2024-08-05,430
B001967,C0503,2025-04-24,12617
B001968,C0503,2024-07-11,15979
B001969,C0503,2024-04-17,11155
B001970,C0504,2025-08-27,17289
B001971,C0504,2025-06-10,10268
B001972,C0504,2024-11-15,14877
B001973,C0505,2025-05-31,3462
B001974,C0505,2024-05-13,7169
B001975,C0505,2025-01-07,12634
B001976,C0506,2025-09-27,16825
B001977,C0506,2024-07-26,13113
B001978,C0506,2024-07-11,2249
B001979,C0506,2024-10-11,13863
B001980,C0506,2024-06-17,10064
B001981,C0507,2025-10-25,3344
B001982,C0507,2024-05-30,15104
B001983,C0507,2024-04-19,3611
B001984,C0507,2024-09-03,543
B001985,C0507,2025-04-16,6128
B001986,C0507,2024-09-30,936
B001987,C0508,2025-11-08,17396
B001988,C0508,2025-04-08,11532
B001989,C0508,2024-09-28,3877
B001990,C0508,2025-07-17,2754
B001991,C0508,2024-12-28,14138
B001992,C0509,2024-06-03,13006
B001993,C0509,2025-05-29,14118
B001994,C0509,2025-06-04,10935
B001995,C0510,2025-03-27,8932
B001996,C0510,2025-01-13,3205
B001997,C0511,2025-10-26,12534
B001998,C0511,2025-03-08,6354
B001999,C0512,2024-07-12,13195
B002000,C0512,2024-06-29,19465
B002001,C0512,2024-10-09,17352
B002002,C0512,2025-09-14,16174
B002003,C0513,2025-03-19,3577
B002004,C0513,2025-11-28,1634
B002005,C0513,2025-10-23,8157
B002006,C0513,2024-04-23,7195
B002007,C0513,2024-04-27,1741
B002008,C0513,2024-02-06,18849
B002009,C0514,2024-09-01,2157
B002010,C0514,2025-06-28,3310
B002011,C0514,2024-10-09,7420
B002012,C0514,2025-09-27,13256
B002013,C0515,2025-02-06,3319
B002014,C0515,2024-08-13,8790
B002015,C0515,2025-05-22,6740
B002016,C0515,2024-06-24,6670
B002017,C0515,2024-12-21,9436
B002018,C0516,2024-10-21,101
B002019,C0516,2024-04-06,6064
B002020,C0516,2025-05-30,15622
B002021,C0516,2024-11-08,7819
B002022,C0516,2024-06-23,10325
B002023,C0516,2025-11-28,2275
B002024,C0517,2024-07-10,10884
B002025,C0517,2025-04-11,4647
B002026,C0517,2024-01-14,15551
B002027,C0518,2024-12-08,682
B002028,C0518,2024-06-30,8645
B002029,C0518,2024-03-19,5594
B002030,C0518,2025-11-26,318
B002031,C0518,2025-08-31,11539
B002032,C0519,2025-08-20,32
B002033,C0519,2025-05-15,8110
B002034,C0519,2025-04-28,3584
B002035,C0519,2024-02-16,569
B002036,C0519,2025-08-03,9524
B002037,C0520,2025-06-21,16487
B002038,C0520,2024-06-20,4803
B002039,C0520,2024-04-06,3276
B002040,C0521,2024-12-09,14831
B002041,C0521,2025-05-17,11494
B002042,C0521,2025-07-12,8432
B002043,C0521,2025-11-10,15941
B002044,C0522,2025-01-08,15032
B002045,C0522,2024-01-14,11554
B002046,C0522,2024-11-04,10935
B002047,C0522,2025-06-14,19521
B002048,C0523,2024-04-25,8845
B002049,C0523,2025-12-03,17016
B002050,C0523,2025-10-17,679
B002051,C0523,2024-05-31,13445
B002052,C0523,2024-08-13,4641
B002053,C0524,2025-05-24,1012
B002054,C0524,2024-09-07,18926
B002055,C0524,2025-12-13,14113
B002056,C0524,2025-01-03,6760
B002057,C0525,2024-07-17,12379
B002058,C0525,2025-10-16,3536
B002059,C0526,2025-10-03,17855
B002060,C0526,2025-04-05,17265
B002061,C0526,2024-06-28,8693
B002062,C0526,2025-11-26,11430
B002063,C0527,2025-02-04,19305
B002064,C0527,2025-03-03,9052
B002065,C0527,2024-11-12,6244
B002066,C0527,2024-02-12,18989
B002067,C0528,2025-12-19,11248
B002068,C0528,2025-09-19,4029
B002069,C0528,2025-03-19,14910
B002070,C0528,2025-08-03,11370
B002071,C0528,2024-10-22,3610
B002072,C0528,2024-01-09,16348
B002073,C0529,2025-04-22,4922
B002074,C0529,2025-06-19,9495
B002075,C0529,2025-09-30,18289
B002076,C0530,2024-11-06,15952
B002077,C0530,2024-10-22,2117
B002078,C0530,2024-10-28,510
B002079,C0531,2024-02-11,7121
B002080,C0531,2024-10-16,19433
B002081,C0531,2024-05-06,1743
B002082,C0531,2025-05-15,10021
B002083,C0531,2024-01-06,14100
B002084,C0532,2025-11-07,21
B002085,C0532,2024-02-21,8238
B002086,C0532,2024-05-21,11475
B002087,C0532,2024-10-17,16449
B002088,C0533,2024-06-07,2818
B002089,C0533,2025-12-31,8869
B002090,C0533,2024-05-26,6446
B002091,C0533,2025-03-18,19176
B002092,C0533,2024-03-23,9529
B002093,C0533,2024-08-12,1053
B002094,C0534,2024-12-29,8150
B002095,C0534,2025-11-25,12656
B002096,C0534,2025-03-08,13078
B002097,C0534,2024-04-10,8560
B002098,C0534,2024-11-05,19563
B002099,C0535,2024-06-26,18478
B002100,C0535,2025-03-22,10567
B002101,C0535,2025-08-15,4560
B002102,C0535,2025-11-30,6537
B002103,C0536,2024-05-18,13641
B002104,C0536,2025-07-21,6537
B002105,C0536,2024-11-04,9994
B002106,C0536,2024-03-28,9743
B002107,C0537,2025-10-05,15111
B002108,C0537,2025-07-12,6008
B002109,C0537,2025-01-19,14316
B002110,C0537,2024-04-08,4541
B002111,C0537,2025-06-23,14480
B002112,C0537,2025-12-11,10264
B002113,C0538,2025-12-02,11716
B002114,C0538,2025-04-24,11606
B002115,C0538,2025-03-13,15287
B002116,C0538,2025-03-06,13443
B002117,C0538,2025-04-17,906
B002118,C0538,2025-07-26,865
B002119,C0539,2024-03-31,4606
B002120,C0539,2025-09-21,9908
B002121,C0539,2024-09-05,19016
B002122,C0539,2025-06-08,12226
B002123,C0539,2024-05-10,17801
B002124,C0540,2024-10-27,1754
B002125,C0540,2025-02-06,4126
B002126,C0540,2025-02-16,195
B002127,C0540,2025-04-18,16974
B002128,C0540,2025-04-16,1780
B002129,C0540,2024-03-27,1792
B002130,C0541,2025-10-27,3507
B002131,C0541,2024-12-07,19475
B002132,C0541,2024-04-09,9521
B002133,C0541,2025-08-02,15776
B002134,C0542,2024-03-03,3979
B002135,C0542,2025-08-21,16738
B002136,C0542,2024-02-24,6719
B002137,C0542,2025-06-12,4723
B002138,C0543,2025-05-22,4469
B002139,C0543,2024-08-16,5071
B002140,C0543,2024-11-04,10187
B002141,C0543,2024-01-07,15891
B002142,C0543,2025-09-30,6576
B002143,C0543,2024-04-27,2200
B002144,C0544,2024-06-05,19785
B002145,C0544,2024-05-03,17033
B002146,C0545,2024-09-10,6694
B002147,C0545,2024-04-16,15523
B002148,C0546,2025-06-01,14542
B002149,C0546,2025-02-04,1823
B002150,C0547,2024-11-03,13256
B002151,C0547,2025-05-10,6030
B002152,C0548,2025-07-13,8528
B002153,C0548,2025-09-19,14389
B002154,C0548,2025-11-04,4036
B002155,C0549,2024-05-29,709
B002156,C0549,2024-07-08,4642
B002157,C0549,2025-11-04,7886
B002158,C0549,2024-06-23,16761
B002159,C0549,2025-12-17,17913
B002160,C0550,2025-05-02,15743
B002161,C0550,2024-10-23,9484
B002162,C0550,2025-11-14,3277
B002163,C0551,2025-05-19,12036
B002164,C0551,2025-11-14,9017
B002165,C0551,2025-02-04,12642
B002166,C0551,2025-12-15,3517
B002167,C0551,2025-04-20,13660
B002168,C0551,2025-03-11,4855
B002169,C0552,2024-10-17,14977
B002170,C0552,2024-05-03,18488
B002171,C0553,2024-01-12,19023
B002172,C0553,2024-11-06,1116
B002173,C0553,2025-10-22,14564
B002174,C0553,2024-02-13,11623
B002175,C0553,2024-05-22,15332
B002176,C0554,2024-10-10,298
B002177,C0554,2024-06-11,11722
B002178,C0554,2025-05-27,16489
B002179,C0554,2024-08-03,11430
B002180,C0554,2025-12-24,17205
B002181,C0555,2025-06-09,2056
B002182,C0555,2024-06-27,4961
B002183,C0555,2024-12-26,18453
B002184,C0555,2024-12-13,15056
B002185,C0555,2024-05-23,9120
B002186,C0556,2025-02-07,2235
B002187,C0556,2025-10-22,15851
B002188,C0556,2025-01-20,15458
B002189,C0556,2025-09-12,5910
B002190,C0557,2025-12-26,16612
B002191,C0557,2025-11-05,17217
B002192,C0557,2024-09-22,4240
B002193,C0557,2025-12-15,10619
B002194,C0557,2025-08-25,19029
B002195,C0557,2024-12-22,19152
B002196,C0558,2025-02-17,2214
B002197,C0558,2024-02-16,967
B002198,C0558,2024-06-11,7592
B002199,C0558,2024-04-08,3480
B002200,C0558,2025-05-26,15611
B002201,C0558,2024-11-27,7586
B002202,C0559,2024-04-17,5701
B002203,C0559,2025-01-28,13764
B002204,C0559,2024-03-06,2029
B002205,C0560,2024-09-13,3751
B002206,C0560,2024-02-08,2388
B002207,C0560,2025-03-28,12265
B002208,C0560,2025-09-13,965
B002209,C0560,2024-06-27,10523
B002210,C0560,2024-04-20,14729
B002211,C0561,2024-05-16,18801
B002212,C0561,2025-07-23,6544
B002213,C0561,2024-07-19,8273
B002214,C0561,2025-05-17,14336
B002215,C0561,2025-11-26,9374
B002216,C0562,2024-07-25,5311
B002217,C0562,2025-03-20,17318
B002218,C0562,2024-07-15,2818
B002219,C0563,2024-01-25,3152
B002220,C0563,2024-07-27,1089
B002221,C0563,2024-05-23,171
B002222,C0563,2025-01-03,13370
B002223,C0563,2025-08-04,17910
B002224,C0563,2024-03-14,11164
B002225,C0564,2025-11-29,17306
B002226,C0564,2025-05-23,6230
B002227,C0564,2024-07-31,18689
B002228,C0565,2025-05-27,11537
B002229,C0565,2024-12-31,18307
B002230,C0565,2024-05-21,2200
B002231,C0565,2025-03-25,14008
B002232,C0565,2025-10-02,12324
B002233,C0566,2025-08-05,2560
B002234,C0566,2024-05-10,16949
B002235,C0567,2024-04-13,3864
B002236,C0567,2025-05-25,7555
B002237,C0567,2024-02-22,19709
B002238,C0567,2025-07-07,10843
B002239,C0568,2024-08-17,9499
B002240,C0568,2024-09-14,12793
B002241,C0569,2024-03-10,5172
B002242,C0569,2024-10-21,2450
B002243,C0569,2025-07-01,18853
B002244,C0569,2024-09-04,16965
B002245,C0570,2025-05-27,10231
B002246,C0570,2025-02-12,1856
B002247,C0570,2025-07-13,3633
B002248,C0570,2025-08-19,15433
B002249,C0570,2024-09-26,982
B002250,C0570,2024-02-03,11077
B002251,C0571,2024-09-24,6570
B002252,C0571,2024-12-08,1946
B002253,C0571,2024-05-22,6692
B002254,C0571,2025-07-14,10800
B002255,C0571,2025-11-10,2042
B002256,C0572,2025-05-20,2389
B002257,C0572,2025-07-31,19988
B002258,C0572,2025-12-20,1158
B002259,C0573,2024-03-13,13639
B002260,C0573,2025-09-04,2640
B002261,C0573,2025-07-18,15688
B002262,C0573,2024-05-12,8864
B002263,C0574,2024-04-16,1166
B002264,C0574,2025-05-23,16633
B002265,C0575,2025-10-27,11477
B002266,C0575,2025-03-17,15649
B002267,C0575,2024-11-06,7463
B002268,C0576,2024-02-26,863
B002269,C0576,2024-07-19,17504
B002270,C0577,2025-01-23,592
B002271,C0577,2025-07-19,15799
B002272,C0577,2024-02-23,12685
B002273,C0577,2025-01-21,4103
B002274,C0577,2025-03-16,13986
B002275,C0577,2025-07-16,4514
B002276,C0578,2025-03-24,3866
B002277,C0578,2025-09-22,12049
B002278,C0579,2024-07-17,11243
B002279,C0579,2025-03-23,1898
B002280,C0579,2024-08-31,7603
B002281,C0579,2024-04-04,19287
B002282,C0580,2024-08-20,13535
B002283,C0580,2025-07-03,18613
B002284,C0581,2024-01-16,8189
B002285,C0581,2024-02-28,2510
B002286,C0582,2024-05-09,14370
B002287,C0582,2024-07-03,9260
B002288,C0583,2024-11-17,11457
B002289,C0583,2025-09-08,8003
B002290,C0584,2024-05-12,19861
B002291,C0584,2025-02-11,15686
B002292,C0584,2025-11-04,4010
B002293,C0584,2025-11-03,2516
B002294,C0585,2024-09-13,17814
B002295,C0585,2024-07-29,16217
B002296,C0586,2024-08-13,14533
B002297,C0586,2025-12-31,9919
B002298,C0586,2025-01-10,18068
B002299,C0586,2024-10-26,8002
B002300,C0587,2024-09-30,10448
B002301,C0587,2025-12-15,17741
B002302,C0587,2025-05-30,3420
B002303,C0587,2024-02-25,11358
B002304,C0587,2025-02-24,15932
B002305,C0587,2024-10-13,2570
B002306,C0588,2024-05-20,17071
B002307,C0588,2024-08-24,9992
B002308,C0588,2025-07-20,6906
B002309,C0589,2025-01-16,4651
B002310,C0589,2024-02-06,7703
B002311,C0590,2025-10-27,14868
B002312,C0590,2024-04-26,697
B002313,C0590,2025-05-25,1106
B002314,C0590,2024-10-03,9108
B002315,C0590,2025-08-25,12588
B002316,C0591,2024-03-27,1956
B002317,C0591,2024-10-12,19980
B002318,C0591,2025-01-28,16231
B002319,C0591,2024-01-20,12536
B002320,C0592,2025-03-30,1455
B002321,C0592,2024-08-17,6741
B002322,C0592,2025-01-23,6043
B002323,C0592,2025-11-06,14125
B002324,C0592,2025-06-29,1712
B002325,C0593,2024-02-02,17745
B002326,C0593,2024-12-22,851
B002327,C0593,2025-09-15,11017
B002328,C0593,2024-09-25,19364
B002329,C0594,2024-01-29,11172
B002330,C0594,2025-09-28,14223
B002331,C0594,2025-03-13,1871
B002332,C0595,2025-07-20,12717
B002333,C0595,2025-11-25,9418
B002334,C0596,2025-04-19,13888
