customer_id,customer_name,segment,region,industry,employee_size,acquisition_channel,subscription_type,customer_status,acquisition_date
C0596,Customer_596,Enterprise,East,Manufacturing,4527,Direct Sales,Yearly,Active,2024-05-08
C0597,Customer_597,Mid-Market,South,Healthcare,3726,Online,Yearly,Active,2021-01-17
C0598,Customer_598,Enterprise,North,Tech,382,Partner,Quarterly,Inactive,2020-09-23
C0599,Customer_599,Enterprise,East,Retail,2757,Partner,Yearly,Active,2020-03-22
C0600,Customer_600,Enterprise,East,Manufacturing,466,Direct Sales,Yearly,Inactive,2022-10-01
C0601,Customer_601,Mid-Market,East,Retail,2653,Direct Sales,Monthly,Active,2022-12-02
C0602,Customer_602,Enterprise,South,Tech,4498,Direct Sales,Quarterly,Active,2021-12-16
C0603,Customer_603,Enterprise,South,Healthcare,2762,Partner,Quarterly,Active,2025-04-30
C0604,Customer_604,Mid-Market,West,Manufacturing,122,Online,Yearly,Inactive,2022-07-01
C0605,Customer_605,Enterprise,South,Retail,2679,Partner,Monthly,Inactive,2021-06-09
C0606,Customer_606,Mid-Market,East,Retail,4284,Partner,Yearly,Inactive,2022-09-23
C0607,Customer_607,Enterprise,East,Finance,2674,Direct Sales,Monthly,Active,2020-12-08
C0608,Customer_608,Mid-Market,North,Retail,1776,Direct Sales,Yearly,Active,2024-11-06
C0609,Customer_609,Mid-Market,West,Retail,1734,Direct Sales,Yearly,Inactive,2023-08-17
C0610,Customer_610,Enterprise,South,Retail,3811,Direct Sales,Quarterly,Active,2020-06-28
C0611,Customer_611,Enterprise,North,Finance,2113,Direct Sales,Monthly,Active,2025-02-08
C0612,Customer_612,SMB,West,Tech,3745,Direct Sales,Quarterly,Inactive,2021-10-09
C0613,Customer_613,Enterprise,West,Retail,4431,Online,Yearly,Active,2024-03-28
C0614,Customer_614,Mid-Market,North,Retail,2980,Direct Sales,Monthly,Inactive,2024-05-30
C0615,Customer_615,Mid-Market,East,Manufacturing,758,Partner,Quarterly,Inactive,2022-03-20
C0616,Customer_616,Mid-Market,North,Tech,1330,Direct Sales,Monthly,Active,2024-03-09
C0617,Customer_617,SMB,East,Finance,2491,Direct Sales,Yearly,Inactive,2025-05-14
C0618,Customer_618,Enterprise,South,Retail,392,Online,Yearly,Inactive,2023-01-05
C0619,Customer_619,Mid-Market,North,Healthcare,1770,Direct Sales,Yearly,Inactive,2021-03-09
C0620,Customer_620,SMB,South,Finance,1557,Online,Yearly,Inactive,2021-02-01
C0621,Customer_621,Enterprise,South,Manufacturing,495,Direct Sales,Quarterly,Active,2021-08-18
C0622,Customer_622,Mid-Market,North,Healthcare,854,Online,Yearly,Inactive,2025-05-02
C0623,Customer_623,SMB,East,Finance,1971,Online,Quarterly,Active,2025-01-17
C0624,Customer_624,Enterprise,East,Tech,3741,Partner,Yearly,Inactive,2023-11-21
C0625,Customer_625,Mid-Market,South,Manufacturing,4693,Partner,Quarterly,Inactive,2020-12-11
C0626,Customer_626,Enterprise,East,Finance,1864,Direct Sales,Yearly,Inactive,2021-07-20
C0627,Customer_627,SMB,South,Healthcare,3981,Partner,Quarterly,Inactive,2024-05-05
C0628,Customer_628,SMB,West,Manufacturing,941,Online,Yearly,Active,2024-09-19
C0629,Customer_629,SMB,South,Manufacturing,1659,Partner,Yearly,Active,2024-01-29
C0630,Customer_630,Enterprise,North,Manufacturing,305,Direct Sales,Yearly,Inactive,2024-04-24
C0631,Customer_631,Mid-Market,South,Retail,4568,Partner,Yearly,Inactive,2023-09-01
C0632,Customer_632,Enterprise,East,Tech,1879,Direct Sales,Yearly,Inactive,2020-10-01
C0633,Customer_633,SMB,North,Tech,3030,Direct Sales,Monthly,Active,2024-10-02
C0634,Customer_634,Mid-Market,South,Manufacturing,1199,Partner,Monthly,Active,2023-03-05
C0635,Customer_635,Mid-Market,South,Tech,2989,Online,Monthly,Inactive,2021-04-19
C0636,Customer_636,Enterprise,East,Healthcare,1967,Online,Yearly,Active,2022-11-26
C0637,Customer_637,SMB,West,Tech,3774,Online,Monthly,Inactive,2020-07-30
C0638,Customer_638,Mid-Market,East,Healthcare,4790,Direct Sales,Yearly,Active,2022-02-10
C0639,Customer_639,Mid-Market,West,Healthcare,4864,Direct Sales,Monthly,Inactive,2022-02-09
C0640,Customer_640,Enterprise,West,Healthcare,2876,Partner,Quarterly,Active,2022-10-24
C0641,Customer_641,Enterprise,West,Finance,1934,Online,Yearly,Inactive,2021-03-09
C0642,Customer_642,Enterprise,South,Finance,3017,Direct Sales,Yearly,Active,2023-09-15
C0643,Customer_643,Enterprise,West,Healthcare,978,Partner,Yearly,Inactive,2022-09-08
C0644,Customer_644,Enterprise,South,Tech,233,Online,Monthly,Active,2023-03-20
C0645,Customer_645,Mid-Market,South,Finance,4249,Online,Yearly,Active,2020-04-24
C0646,Customer_646,Enterprise,East,Finance,4282,Partner,Yearly,Active,2024-12-04
C0647,Customer_647,Mid-Market,East,Retail,1824,Partner,Yearly,Inactive,2024-11-11
C0648,Customer_648,SMB,South,Finance,3415,Direct Sales,Monthly,Active,2023-06-30
C0649,Customer_649,Mid-Market,East,Finance,2857,Partner,Yearly,Active,2021-04-15
C0650,Customer_650,SMB,West,Finance,939,Online,Monthly,Inactive,2024-08-19
C0651,Customer_651,Enterprise,North,Finance,3948,Direct Sales,Yearly,Active,2024-12-02
C0652,Customer_652,Mid-Market,North,Retail,4000,Direct Sales,Monthly,Active,2025-01-10
C0653,Customer_653,Mid-Market,West,Manufacturing,3496,Partner,Monthly,Inactive,2021-04-14
C0654,Customer_654,SMB,West,Healthcare,4875,Direct Sales,Yearly,Active,2022-05-21
C0655,Customer_655,Enterprise,East,Tech,1954,Online,Quarterly,Inactive,2021-06-11
C0656,Customer_656,Enterprise,North,Retail,4784,Direct Sales,Monthly,Active,2022-02-07
C0657,Customer_657,Mid-Market,South,Healthcare,3399,Partner,Monthly,Active,2022-05-22
C0658,Customer_658,Mid-Market,East,Healthcare,4441,Partner,Yearly,Inactive,2023-06-07
C0659,Customer_659,SMB,West,Finance,3435,Direct Sales,Yearly,Inactive,2021-01-01
C0660,Customer_660,SMB,West,Healthcare,2562,Direct Sales,Quarterly,Inactive,2024-02-15
C0661,Customer_661,Enterprise,North,Finance,3708,Direct Sales,Monthly,Active,2021-03-15
C0662,Customer_662,Mid-Market,West,Healthcare,4560,Direct Sales,Yearly,Active,2020-11-25
C0663,Customer_663,SMB,North,Retail,1240,Partner,Yearly,Inactive,2020-06-29
C0664,Customer_664,Enterprise,East,Finance,3087,Online,Yearly,Active,2024-01-23
C0665,Customer_665,SMB,West,Manufacturing,4318,Partner,Yearly,Active,2025-04-20
C0666,Customer_666,Enterprise,West,Tech,137,Online,Yearly,Inactive,2021-02-02
C0667,Customer_667,Enterprise,South,Manufacturing,1438,Direct Sales,Monthly,Inactive,2021-05-04
C0668,Customer_668,Mid-Market,North,Finance,761,Partner,Quarterly,Inactive,2023-10-03
C0669,Customer_669,SMB,West,Manufacturing,1690,Direct Sales,Monthly,Active,2025-02-25
C0670,Customer_670,Enterprise,East,Manufacturing,4825,Partner,Quarterly,Inactive,2021-04-08
C0671,Customer_671,Mid-Market,South,Tech,3359,Direct Sales,Monthly,Inactive,2020-12-24
C0672,Customer_672,SMB,North,Manufacturing,642,Direct Sales,Quarterly,Inactive,2025-04-23
C0673,Customer_673,Enterprise,East,Manufacturing,4759,Partner,Yearly,Inactive,2025-06-01
C0674,Customer_674,SMB,West,Finance,2832,Partner,Yearly,Inactive,2025-01-10
C0675,Customer_675,Mid-Market,North,Tech,1002,Partner,Monthly,Inactive,2023-07-21
C0676,Customer_676,Enterprise,South,Healthcare,3428,Partner,Yearly,Active,2023-12-06
C0677,Customer_677,SMB,South,Healthcare,811,Partner,Yearly,Inactive,2020-06-04
C0678,Customer_678,Mid-Market,South,Tech,2621,Partner,Monthly,Inactive,2021-01-09
C0679,Customer_679,Mid-Market,South,Tech,1685,Online,Yearly,Active,2024-11-22
C0680,Customer_680,SMB,South,Finance,1711,Online,Yearly,Inactive,2020-11-15
C0681,Customer_681,Enterprise,North,Retail,4085,Direct Sales,Monthly,Active,2024-10-02
C0682,Customer_682,SMB,East,Manufacturing,2633,Partner,Yearly,Inactive,2022-10-02
C0683,Customer_683,Enterprise,East,Tech,1869,Direct Sales,Monthly,Active,2022-12-12
C0684,Customer_684,SMB,West,Manufacturing,316,Direct Sales,Quarterly,Inactive,2024-10-28
C0685,Customer_685,Mid-Market,South,Tech,1036,Direct Sales,Yearly,Inactive,2021-10-08
C0686,Customer_686,Mid-Market,North,Retail,1776,Partner,Yearly,Active,2021-10-28
C0687,Customer_687,SMB,East,Finance,4543,Partner,Monthly,Inactive,2022-08-23
C0688,Customer_688,Mid-Market,East,Healthcare,1556,Partner,Quarterly,Active,2022-05-08
C0689,Customer_689,Mid-Market,East,Healthcare,3331,Partner,Quarterly,Active,2023-03-16
C0690,Customer_690,Enterprise,South,Retail,2261,Online,Yearly,Inactive,2024-10-19
C0691,Customer_691,SMB,South,Finance,1275,Partner,Monthly,Active,2022-05-13
C0692,Customer_692,SMB,South,Manufacturing,4424,Direct Sales,Quarterly,Inactive,2021-09-06
C0693,Customer_693,SMB,North,Tech,860,Direct Sales,Monthly,Active,2021-03-17
C0694,Customer_694,SMB,West,Retail,3735,Direct Sales,Quarterly,Inactive,2022-01-09
C0695,Customer_695,SMB,East,Healthcare,212,Partner,Monthly,Inactive,2024-11-11
C0696,Customer_696,Mid-Market,South,Manufacturing,4767,Direct Sales,Yearly,Active,2024-05-17
C0697,Customer_697,SMB,East,Healthcare,4231,Partner,Yearly,Inactive,2024-12-26
C0698,Customer_698,Enterprise,West,Manufacturing,2397,Partner,Yearly,Active,2024-11-13
C0699,Customer_699,Enterprise,East,Tech,4732,Partner,Monthly,Active,2020-11-27
C0700,Customer_700,SMB,South,Healthcare,2645,Direct Sales,Quarterly,Inactive,2023-05-24
C0701,Customer_701,Mid-Market,West,Healthcare,3694,Partner,Yearly,Inactive,2022-04-27
C0702,Customer_702,Enterprise,South,Retail,1074,Direct Sales,Monthly,Inactive,2025-04-10
C0703,Customer_703,Mid-Market,North,Finance,1417,Partner,Monthly,Active,2020-05-10
C0704,Customer_704,SMB,North,Retail,3302,Direct Sales,Monthly,Active,2021-06-21
C0705,Customer_705,Mid-Market,South,Retail,3243,Partner,Monthly,Active,2024-02-19
C0706,Customer_706,SMB,West,Finance,1125,Direct Sales,Monthly,Active,2020-03-12
C0707,Customer_707,Mid-Market,East,Healthcare,3950,Partner,Yearly,Inactive,2023-01-28
C0708,Customer_708,SMB,South,Manufacturing,1500,Direct Sales,Yearly,Inactive,2023-07-16
C0709,Customer_709,Mid-Market,West,Manufacturing,4422,Partner,Quarterly,Inactive,2023-01-10
C0710,Customer_710,Enterprise,North,Tech,2572,Partner,Quarterly,Inactive,2020-11-14
C0711,Customer_711,SMB,North,Retail,4337,Online,Quarterly,Inactive,2022-08-18
C0712,Customer_712,Mid-Market,North,Tech,3958,Partner,Monthly,Inactive,2024-06-22
C0713,Customer_713,SMB,South,Retail,4540,Partner,Monthly,Inactive,2024-12-11
C0714,Customer_714,Mid-Market,West,Tech,2097,Online,Yearly,Inactive,2024-08-23
C0715,Customer_715,SMB,South,Healthcare,698,Partner,Yearly,Active,2022-11-24
C0716,Customer_716,Mid-Market,East,Healthcare,4407,Partner,Quarterly,Active,2024-10-13
C0717,Customer_717,Enterprise,South,Finance,2422,Online,Yearly,Inactive,2023-06-19
C0718,Customer_718,SMB,East,Manufacturing,4080,Online,Quarterly,Active,2020-11-07
C0719,Customer_719,Enterprise,North,Finance,887,Partner,Quarterly,Active,2024-01-04
C0720,Customer_720,SMB,North,Finance,788,Online,Monthly,Inactive,2021-03-20
C0721,Customer_721,SMB,West,Healthcare,4132,Partner,Quarterly,Active,2021-11-07
C0722,Customer_722,Enterprise,South,Retail,2233,Partner,Monthly,Inactive,2021-01-06
C0723,Customer_723,Enterprise,East,Tech,153,Online,Yearly,Active,2022-02-27
C0724,Customer_724,SMB,South,Retail,1681,Partner,Yearly,Active,2022-12-03
C0725,Customer_725,Mid-Market,South,Tech,3237,Direct Sales,Quarterly,Inactive,2020-11-20
C0726,Customer_726,Mid-Market,North,Manufacturing,4317,Online,Quarterly,Inactive,2023-07-31
C0727,Customer_727,SMB,South,Healthcare,476,Direct Sales,Monthly,Active,2021-04-28
C0728,Customer_728,Mid-Market,West,Healthcare,173,Online,Quarterly,Active,2022-03-21
C0729,Customer_729,Enterprise,North,Retail,4810,Direct Sales,Quarterly,Active,2022-01-30
C0730,Customer_730,Enterprise,South,Finance,4145,Online,Yearly,Inactive,2025-03-21
C0731,Customer_731,Mid-Market,North,Retail,2962,Direct Sales,Monthly,Active,2020-09-14
C0732,Customer_732,SMB,South,Healthcare,4624,Direct Sales,Quarterly,Inactive,2024-02-10
C0733,Customer_733,Enterprise,North,Tech,2984,Direct Sales,Monthly,Inactive,2025-01-14
C0734,Customer_734,Enterprise,West,Tech,4629,Partner,Yearly,Inactive,2021-01-23
C0735,Customer_735,Mid-Market,South,Manufacturing,2898,Partner,Yearly,Inactive,2021-07-17
C0736,Customer_736,Mid-Market,South,Retail,4401,Online,Quarterly,Inactive,2024-08-05
C0737,Customer_737,SMB,East,Tech,55,Direct Sales,Yearly,Inactive,2024-02-11
C0738,Customer_738,Enterprise,North,Manufacturing,3032,Direct Sales,Monthly,Inactive,2024-01-16
C0739,Customer_739,Enterprise,West,Finance,4343,Direct Sales,Quarterly,Active,2023-06-09
C0740,Customer_740,SMB,East,Tech,2688,Online,Monthly,Active,2020-03-30
C0741,Customer_741,Enterprise,South,Retail,1705,Online,Quarterly,Active,2020-07-21
C0742,Customer_742,Enterprise,West,Tech,4357,Direct Sales,Yearly,Inactive,2020-04-10
C0743,Customer_743,SMB,South,Manufacturing,630,Online,Monthly,Inactive,2025-03-16
C0744,Customer_744,Enterprise,West,Retail,3006,Direct Sales,Yearly,Inactive,2024-08-10
C0745,Customer_745,SMB,North,Manufacturing,2227,Direct Sales,Monthly,Active,2024-09-04
C0746,Customer_746,SMB,North,Finance,4305,Online,Monthly,Active,2022-12-24
C0747,Customer_747,SMB,South,Finance,4360,Direct Sales,Monthly,Active,2023-02-17
C0748,Customer_748,Mid-Market,West,Retail,4773,Partner,Yearly,Inactive,2023-12-09
C0749,Customer_749,Mid-Market,West,Retail,1416,Online,Yearly,Inactive,2022-10-30
C0750,Customer_750,SMB,South,Manufacturing,4964,Partner,Quarterly,Inactive,2023-01-31
C0751,Customer_751,SMB,East,Tech,3577,Direct Sales,Quarterly,Active,2023-02-27
C0752,Customer_752,Mid-Market,South,Tech,4557,Direct Sales,Quarterly,Inactive,2025-05-23
C0753,Customer_753,SMB,West,Tech,51,Direct Sales,Monthly,Inactive,2023-05-05
C0754,Customer_754,Enterprise,South,Healthcare,103,Partner,Monthly,Active,2024-10-18
C0755,Customer_755,SMB,North,Healthcare,4585,Direct Sales,Yearly,Active,2020-07-12
C0756,Customer_756,Enterprise,West,Healthcare,1328,Online,Quarterly,Inactive,2024-12-26
C0757,Customer_757,Mid-Market,South,Finance,2149,Partner,Monthly,Inactive,2023-03-11
C0758,Customer_758,Enterprise,North,Healthcare,4002,Online,Quarterly,Active,2023-05-04
C0759,Customer_759,Mid-Market,East,Retail,4770,Partner,Monthly,Active,2025-03-02
C0760,Customer_760,SMB,East,Tech,3462,Online,Monthly,Active,2023-07-22
C0761,Customer_761,Mid-Market,West,Retail,2546,Direct Sales,Monthly,Inactive,2023-01-10
C0762,Customer_762,Mid-Market,South,Healthcare,4165,Direct Sales,Monthly,Active,2020-04-13
C0763,Customer_763,Mid-Market,West,Tech,4925,Direct Sales,Yearly,Active,2021-03-30
C0764,Customer_764,SMB,East,Tech,1262,Online,Quarterly,Active,2022-09-01
C0765,Customer_765,Mid-Market,North,Manufacturing,3320,Partner,Monthly,Inactive,2022-10-24
C0766,Customer_766,SMB,South,Finance,3989,Direct Sales,Monthly,Inactive,2022-03-20
C0767,Customer_767,Mid-Market,South,Manufacturing,4344,Online,Monthly,Active,2021-06-29
C0768,Customer_768,SMB,East,Manufacturing,783,Online,Yearly,Inactive,2022-05-17
C0769,Customer_769,SMB,East,Finance,2677,Partner,Yearly,Active,2024-04-25
C0770,Customer_770,SMB,South,Healthcare,3672,Direct Sales,Monthly,Inactive,2020-04-01
C0771,Customer_771,Enterprise,South,Healthcare,1327,Direct Sales,Monthly,Active,2024-02-23
C0772,Customer_772,Enterprise,South,Manufacturing,1259,Partner,Monthly,Inactive,2023-11-21
C0773,Customer_773,Enterprise,East,Tech,3909,Online,Quarterly,Active,2024-02-24
C0774,Customer_774,Mid-Market,South,Finance,4526,Direct Sales,Quarterly,Inactive,2023-06-29
C0775,Customer_775,Mid-Market,South,Retail,3135,Direct Sales,Yearly,Active,2021-06-07
C0776,Customer_776,Enterprise,North,Healthcare,1694,Direct Sales,Yearly,Inactive,2020-04-18
C0777,Customer_777,SMB,North,Retail,3233,Direct Sales,Quarterly,Inactive,2024-11-05
C0778,Customer_778,Enterprise,North,Healthcare,3216,Online,Quarterly,Active,2025-01-25
C0779,Customer_779,SMB,West,Manufacturing,4404,Online,Monthly,Active,2022-10-22
C0780,Customer_780,SMB,North,Retail,2076,Direct Sales,Quarterly,Inactive,2022-09-30
C0781,Customer_781,SMB,South,Retail,2890,Direct Sales,Quarterly,Inactive,2023-07-04
C0782,Customer_782,SMB,South,Manufacturing,2309,Online,Yearly,Inactive,2024-12-04
C0783,Customer_783,SMB,North,Manufacturing,2345,Online,Monthly,Inactive,2025-01-11
C0784,Customer_784,SMB,South,Retail,3181,Direct Sales,Yearly,Active,2022-05-04
C0785,Customer_785,Enterprise,South,Tech,2609,Direct Sales,Quarterly,Inactive,2023-01-15
C0786,Customer_786,Enterprise,South,Finance,4809,Direct Sales,Yearly,Active,2024-11-01
C0787,Customer_787,Enterprise,East,Manufacturing,1157,Partner,Monthly,Active,2021-10-12
C0788,Customer_788,Enterprise,North,Finance,2651,Online,Yearly,Active,2024-04-16
C0789,Customer_789,SMB,West,Tech,2535,Partner,Yearly,Inactive,2020-11-07
C0790,Customer_790,Enterprise,North,Finance,1563,Online,Yearly,Inactive,2023-05-25
C0791,Customer_791,Mid-Market,South,Manufacturing,1952,Online,Yearly,Active,2022-01-05
C0792,Customer_792,Enterprise,West,Finance,4165,Direct Sales,Quarterly,Inactive,2021-01-11
C0793,Customer_793,SMB,West,Tech,1176,Online,Monthly,Active,2020-03-07
C0794,Customer_794,SMB,North,Healthcare,3433,Online,Yearly,Active,2024-03-31
C0795,Customer_795,Enterprise,North,Finance,3648,Direct Sales,Quarterly,Inactive,2024-11-10
C0796,Customer_796,SMB,South,Tech,3366,Online,Yearly,Inactive,2024-01-14
C0797,Customer_797,SMB,West,Manufacturing,4735,Direct Sales,Yearly,Active,2022-12-02
C0798,Customer_798,Enterprise,West,Tech,397,Online,Yearly,Inactive,2024-02-14
C0799,Customer_799,Enterprise,West,Manufacturing,453,Online,Quarterly,Inactive,2022-03-26
C0800,Customer_800,SMB,East,Tech,1413,Partner,Quarterly,Active,2023-11-14
C0801,Customer_801,Mid-Market,South,Tech,3750,Online,Yearly,Active,2021-01-03
C0802,Customer_802,Mid-Market,South,Tech,3437,Partner,Quarterly,Active,2021-01-01
C0803,Customer_803,SMB,South,Tech,788,Partner,Quarterly,Active,2024-01-11
C0804,Customer_804,Mid-Market,North,Retail,985,Direct Sales,Quarterly,Inactive,2020-06-23
C0805,Customer_805,Mid-Market,West,Manufacturing,1359,Partner,Yearly,Inactive,2020-03-30
C0806,Customer_806,Enterprise,East,Manufacturing,1279,Online,Monthly,Active,2024-04-24
C0807,Customer_807,Mid-Market,North,Tech,2573,Partner,Yearly,Inactive,2021-08-14
C0808,Customer_808,Mid-Market,South,Retail,1127,Online,Monthly,Inactive,2020-01-26
C0809,Customer_809,SMB,West,Tech,4502,Online,Yearly,Inactive,2021-05-02
C0810,Customer_810,Enterprise,West,Tech,3409,Partner,Monthly,Active,2021-05-16
C0811,Customer_811,Mid-Market,East,Manufacturing,4617,Online,Monthly,Active,2020-10-30
C0812,Customer_812,Enterprise,East,Retail,1240,Online,Yearly,Inactive,2021-11-09
C0813,Customer_813,Enterprise,North,Retail,3465,Online,Monthly,Inactive,2023-06-05
C0814,Customer_814,Mid-Market,South,Tech,4792,Partner,Monthly,Active,2024-04-22
C0815,Customer_815,SMB,East,Healthcare,3154,Online,Quarterly,Active,2021-08-22
C0816,Customer_816,SMB,South,Retail,2298,Partner,Yearly,Inactive,2022-12-10
C0817,Customer_817,Enterprise,South,Manufacturing,526,Online,Yearly,Active,2022-09-17
C0818,Customer_818,Mid-Market,East,Tech,2642,Partner,Yearly,Inactive,2025-03-13
C0819,Customer_819,Enterprise,West,Manufacturing,4127,Partner,Monthly,Active,2023-12-22
C0820,Customer_820,SMB,South,Retail,1018,Online,Quarterly,Active,2024-02-19
C0821,Customer_821,Enterprise,West,Tech,422,Partner,Quarterly,Active,2020-01-24
C0822,Customer_822,Mid-Market,South,Healthcare,2134,Online,Quarterly,Inactive,2022-11-03
C0823,Customer_823,Mid-Market,East,Retail,982,Direct Sales,Quarterly,Inactive,2022-03-22
C0824,Customer_824,Mid-Market,North,Finance,1639,Partner,Quarterly,Inactive,2025-02-19
C0825,Customer_825,SMB,North,Finance,3994,Online,Yearly,Inactive,2024-12-31
C0826,Customer_826,Mid-Market,East,Tech,3441,Direct Sales,Monthly,Inactive,2023-03-03
C0827,Customer_827,Mid-Market,East,Manufacturing,4439,Online,Monthly,Inactive,2024-06-25
C0828,Customer_828,SMB,North,Finance,2347,Online,Quarterly,Inactive,2023-07-07
C0829,Customer_829,Mid-Market,South,Manufacturing,3241,Online,Yearly,Active,2024-11-05
C0830,Customer_830,SMB,East,Retail,2274,Partner,Monthly,Inactive,2024-12-01
C0831,Customer_831,Enterprise,East,Tech,2529,Online,Yearly,Inactive,2020-12-24
C0832,Customer_832,Enterprise,East,Retail,1705,Online,Quarterly,Active,2024-06-24
C0833,Customer_833,SMB,South,Finance,2836,Partner,Yearly,Inactive,2024-05-07
C0834,Customer_834,SMB,South,Retail,4278,Direct Sales,Monthly,Active,2024-01-23
C0835,Customer_835,Enterprise,West,Tech,4329,Online,Monthly,Inactive,2025-03-24
C0836,Customer_836,Enterprise,North,Healthcare,3874,Online,Monthly,Inactive,2020-02-16
C0837,Customer_837,Mid-Market,East,Finance,2678,Online,Monthly,Inactive,2021-07-20
C0838,Customer_838,Mid-Market,East,Tech,1013,Partner,Monthly,Active,2021-07-14
C0839,Customer_839,Enterprise,North,Manufacturing,4634,Direct Sales,Monthly,Active,2023-01-16
C0840,Customer_840,SMB,East,Healthcare,1209,Direct Sales,Quarterly,Active,2020-12-16
C0841,Customer_841,Enterprise,East,Manufacturing,2824,Direct Sales,Quarterly,Active,2020-09-23
C0842,Customer_842,Enterprise,West,Retail,917,Partner,Monthly,Active,2022-05-23
C0843,Customer_843,SMB,South,Manufacturing,4905,Direct Sales,Yearly,Inactive,2023-06-16
C0844,Customer_844,SMB,East,Healthcare,1673,Direct Sales,Yearly,Active,2025-06-17
C0845,Customer_845,SMB,South,Retail,3886,Online,Quarterly,Inactive,2023-11-02
C0846,Customer_846,Mid-Market,West,Tech,1948,Online,Monthly,Inactive,2025-02-12
C0847,Customer_847,SMB,West,Finance,2756,Partner,Quarterly,Inactive,2020-03-02
C0848,Customer_848,Enterprise,West,Retail,2929,Partner,Quarterly,Active,2021-08-01
C0849,Customer_849,SMB,South,Manufacturing,893,Partner,Yearly,Active,2021-10-29
C0850,Customer_850,Mid-Market,North,Healthcare,4414,Partner,Quarterly,Inactive,2021-05-03
C0851,Customer_851,Mid-Market,South,Manufacturing,1352,Partner,Quarterly,Active,2021-11-28
C0852,Customer_852,Enterprise,West,Tech,4696,Partner,Yearly,Active,2020-12-20
C0853,Customer_853,Mid-Market,North,Manufacturing,4036,Online,Yearly,Inactive,2021-10-28
C0854,Customer_854,Mid-Market,North,Tech,1493,Partner,Quarterly,Active,2023-05-10
C0855,Customer_855,Enterprise,West,Healthcare,4099,Direct Sales,Yearly,Active,2020-07-04
C0856,Customer_856,Enterprise,South,Manufacturing,51,Online,Yearly,Active,2022-07-16
C0857,Customer_857,Mid-Market,East,Tech,4784,Partner,Monthly,Active,2023-10-27
C0858,Customer_858,SMB,East,Manufacturing,2544,Partner,Yearly,Inactive,2020-07-01
C0859,Customer_859,Mid-Market,North,Manufacturing,4231,Partner,Monthly,Inactive,2020-05-07
C0860,Customer_860,SMB,North,Retail,4637,Partner,Monthly,Inactive,2024-11-07
C0861,Customer_861,Enterprise,South,Tech,4884,Partner,Yearly,Inactive,2023-12-28
C0862,Customer_862,SMB,West,Tech,3615,Direct Sales,Monthly,Active,2022-08-30
C0863,Customer_863,Enterprise,South,Manufacturing,3200,Partner,Quarterly,Active,2021-08-13
C0864,Customer_864,Mid-Market,South,Finance,145,Online,Yearly,Active,2020-10-21
C0865,Customer_865,Mid-Market,West,Tech,1162,Online,Monthly,Inactive,2024-10-27
C0866,Customer_866,SMB,West,Manufacturing,1522,Partner,Yearly,Inactive,2023-02-04
C0867,Customer_867,SMB,West,Healthcare,1899,Online,Quarterly,Active,2023-03-29
C0868,Customer_868,SMB,South,Manufacturing,2255,Partner,Yearly,Inactive,2020-03-09
C0869,Customer_869,Enterprise,West,Healthcare,977,Direct Sales,Quarterly,Active,2020-10-17
C0870,Customer_870,Mid-Market,East,Tech,4284,Online,Yearly,Active,2021-05-17
C0871,Customer_871,SMB,North,Manufacturing,4798,Partner,Yearly,Active,2025-01-24
C0872,Customer_872,SMB,North,Tech,3769,Direct Sales,Quarterly,Inactive,2022-05-12
C0873,Customer_873,SMB,East,Healthcare,1422,Online,Yearly,Inactive,2024-01-28
C0874,Customer_874,Mid-Market,East,Retail,3926,Direct Sales,Monthly,Active,2023-09-06
C0875,Customer_875,SMB,North,Healthcare,4021,Online,Monthly,Active,2024-10-09
C0876,Customer_876,SMB,East,Finance,2351,Partner,Quarterly,Active,2024-02-27
C0877,Customer_877,Enterprise,South,Manufacturing,1288,Direct Sales,Quarterly,Inactive,2024-07-12
C0878,Customer_878,Enterprise,East,Finance,4022,Online,Yearly,Active,2021-12-03
C0879,Customer_879,Enterprise,South,Manufacturing,1312,Partner,Quarterly,Inactive,2021-05-02
C0880,Customer_880,Mid-Market,West,Finance,1777,Direct Sales,Yearly,Inactive,2020-04-21
C0881,Customer_881,Mid-Market,East,Retail,480,Online,Quarterly,Inactive,2022-09-02
C0882,Customer_882,SMB,West,Manufacturing,1964,Partner,Yearly,Inactive,2022-08-29
C0883,Customer_883,SMB,South,Manufacturing,3611,Online,Quarterly,Inactive,2022-02-21
C0884,Customer_884,Mid-Market,East,Manufacturing,386,Online,Yearly,Inactive,2025-05-12
C0885,Customer_885,SMB,East,Healthcare,2264,Partner,Monthly,Inactive,2023-09-02
C0886,Customer_886,Mid-Market,West,Tech,2030,Direct Sales,Yearly,Active,2022-11-30
C0887,Customer_887,SMB,South,Healthcare,4536,Online,Yearly,Active,2024-08-30
C0888,Customer_888,Enterprise,North,Tech,850,Direct Sales,Monthly,Inactive,2021-12-20
C0889,Customer_889,Enterprise,East,Healthcare,1631,Online,Monthly,Active,2020-04-26
C0890,Customer_890,Mid-Market,South,Manufacturing,1047,Direct Sales,Monthly,Active,2024-10-19
C0891,Customer_891,Mid-Market,South,Tech,4687,Online,Monthly,Active,2021-06-02
C0892,Customer_892,SMB,West,Retail,3764,Partner,Quarterly,Inactive,2021-06-11
C0893,Customer_893,Enterprise,North,Healthcare,561,Partner,Quarterly,Inactive,2020-05-03
C0894,Customer_894,SMB,East,Finance,3659,Online,Quarterly,Active,2023-06-03
